demand [dɪˈmænd] (v.) [anki:play:q:0]	требовать, нуждаться [anki:play:a:0]
seal [siːl] (n.) [anki:play:q:0]	тюлень, печать [anki:play:a:0]
seal [siːl] (v.) [anki:play:q:0]	скреплять [anki:play:a:0]
view [vjuː] (v.) [anki:play:q:0]	осматривать, оценивать, судить [anki:play:a:0]
secondary [ˈsekəndərɪ] (adj.) [anki:play:q:0]	вторичный, побочный, второй [anki:play:a:0]
surgery [ˈsəːdʒərɪ] (n.) [anki:play:q:0]	хирургия [anki:play:a:0]
secure [sɪˈkjʊə(r)] (v.) [anki:play:q:0]	охранять, защищать [anki:play:a:0]
initial [ɪˈnɪʃ(ə)l] (n.) [anki:play:q:0]	инициал, буквица [anki:play:a:0]
function [ˈfʌŋkʃ(ə)n] (v.) [anki:play:q:0]	функционировать, работать, действовать [anki:play:a:0]
seek [siːk] (v.) [anki:play:q:0]	искать, разыскивать, добиваться [anki:play:a:0]
jail [dʒeɪl] (n.) [anki:play:q:0]	тюрьма [anki:play:a:0]
summary [ˈsʌmərɪ] (n.) [anki:play:q:0]	краткое изложение, конспект, сводка, резюме [anki:play:a:0]
approach [əˈprəʊtʃ] (v.) [anki:play:q:0]	подходить, приближаться [anki:play:a:0]
advertise [ˈædvətaɪz] (v.) [anki:play:q:0]	рекламировать, помещать объявление [anki:play:a:0]
worship [ˈwəːʃɪp] (n.) [anki:play:q:0]	вероисповедание [anki:play:a:0]
separation [sepəˈreɪʃ(ə)n] (n.) [anki:play:q:0]	отделение, разделение [anki:play:a:0]
heating [ˈhiːtɪŋ] (n.) [anki:play:q:0]	нагревание, подогревание [anki:play:a:0]
seriously [ˈsɪriːəslɪ] (adv.) [anki:play:q:0]	серьёзно, всерьёз [anki:play:a:0]
servant [ˈsəːv(ə)nt] (n.) [anki:play:q:0]	слуга [anki:play:a:0]
session [ˈseʃ(ə)n] (n.) [anki:play:q:0]	сессия, сеанс [anki:play:a:0]
minister [ˈmɪnɪstə(r)] (n.) [anki:play:q:0]	священик, министр [anki:play:a:0]
address [əˈdres] (v.) [anki:play:q:0]	обращаться (к кому-л.), говорить (с кем-л.) [anki:play:a:0]
salty [ˈsɔːltɪ] (adj.) [anki:play:q:0]	соленый, пикантный [anki:play:a:0]
designer [dɪˈzaɪnə(r)] (n.) [anki:play:q:0]	конструктор, модельер, чертежник, дизайнер [anki:play:a:0]
downward [ˈdæʊnwərd] (adv.) [anki:play:q:0]	вниз, ниже [anki:play:a:0]
insulting [ˈɪnsʌltɪŋ] (adj.) [anki:play:q:0]	оскорбительный, бранный, обидный [anki:play:a:0]
shallow [ˈʃæləʊ] (adj.) [anki:play:q:0]	мелкий, неглубокий [anki:play:a:0]
disapprove [dɪsəˈpruːv] (v.) [anki:play:q:0]	не одобрять, осуждать (что-л.) [anki:play:a:0]
investment [ɪnˈvestmənt] (n.) [anki:play:q:0]	инвестирование [anki:play:a:0]
shave [ʃeɪv] (v.) [anki:play:q:0]	off - брить, сбривать [anki:play:a:0]
confusing [kənˈfjuːz] (adj.) [anki:play:q:0]	сбивающий с толку [anki:play:a:0]
shocked [ˈʃɑkt] (adj.) [anki:play:q:0]	потрясенный [anki:play:a:0]
shift [ʃɪft] (v.) [anki:play:q:0]	перемещать, изменять, переключать [anki:play:a:0]
Wednesday [ˈwenzdeɪ] (n.) [anki:play:q:0]	среда [anki:play:a:0]
tent [tent] (n.) [anki:play:q:0]	палатка [anki:play:a:0]
prime minister [ˈpraɪm ˈmɪnəstər] (n.) [anki:play:q:0]	премьер-министр [anki:play:a:0]
urban [ˈəːbən] (adj.) [anki:play:q:0]	городской [anki:play:a:0]
shortly [ˈʃɔrtliː] (adv.) [anki:play:q:0]	коротко, кратко, сжато [anki:play:a:0]
flesh [fleʃ] (n.) [anki:play:q:0]	тело, мякоть [anki:play:a:0]
publication [pʌblɪˈkeɪʃ(ə)n] (n.) [anki:play:q:0]	издание, публикация [anki:play:a:0]
embarrassing [ɪmˈbærəsɪŋ] (adj.) [anki:play:q:0]	стеснительный, смущающийся [anki:play:a:0]
temporarily [ˈtempərərɪlɪ] (adv.) [anki:play:q:0]	временно, на время [anki:play:a:0]
spill [spɪl] (v.) [anki:play:q:0]	проливать, разливать [anki:play:a:0]
giant [ˈdʒaɪənt] (n.) [anki:play:q:0]	великан, гигант [anki:play:a:0]
ankle [ˈæŋk(ə)l] (n.) [anki:play:q:0]	лодыжка [anki:play:a:0]
enable [ɪˈneɪb(ə)l] (v.) [anki:play:q:0]	давать возможность, делать возможным [anki:play:a:0]
originally [əˈrɪdʒənəliː] (adv.) [anki:play:q:0]	по происхождению, первоначально, оригинально [anki:play:a:0]
silk [sɪlk] (n.) [anki:play:q:0]	шелк [anki:play:a:0]
promote [prəˈməʊt] (v.) [anki:play:q:0]	продвигать, повышать [anki:play:a:0]
circumstance [ˈsəːkəmst(ə)ns] (n.) [anki:play:q:0]	обстоятельство, случай, условие [anki:play:a:0]
tax [ˈtæks] (v.) [anki:play:q:0]	облагать налогом, чрезмерно напрягать [anki:play:a:0]
altogether [ɔːltəˈɡeðə(r)] (adv.) [anki:play:q:0]	вполне, всецело, совершенно [anki:play:a:0]
specifically [spəˈsɪfɪkəlɪ] (adv.) [anki:play:q:0]	особенно, специально, в особенности [anki:play:a:0]
lover [ˈlʌvə(r)] (n.) [anki:play:q:0]	любовник [anki:play:a:0]
deliberate [dɪˈlɪbərət] (adj.) [anki:play:q:0]	неслучайный, преднамеренный [anki:play:a:0]
commitment [kəˈmɪtmənt] (n.) [anki:play:q:0]	обязательство [anki:play:a:0]
smash [smæʃ] (v.) [anki:play:q:0]	крушить, ломать, up -разбивать [anki:play:a:0]
register [ˈredʒɪstə(r)] (v.) [anki:play:q:0]	регистрировать [anki:play:a:0]
expose [ɪkˈspəʊz] (v.) [anki:play:q:0]	делать видимым, разоблачать [anki:play:a:0]
colleague [ˈkɒliːɡ] (n.) [anki:play:q:0]	коллега, сослуживец [anki:play:a:0]
opening [ˈoʊpnɪŋ] (n.) [anki:play:q:0]	дыра, открывание [anki:play:a:0]
historical [hɪˈstɒrɪk(ə)l] (adj.) [anki:play:q:0]	исторический [anki:play:a:0]
garage [ˈɡærɑːdʒ] (n.) [anki:play:q:0]	гараж [anki:play:a:0]
import [ˈɪmpɔːt] (n.) [anki:play:q:0]	импорт [anki:play:a:0]
rhythm [ˈrɪð(ə)m] (n.) [anki:play:q:0]	ритм, такт [anki:play:a:0]
resolve [rɪˈzɒlv] (v.) [anki:play:q:0]	решать, принимать решение [anki:play:a:0]
unnecessary [ʌnˈnesəsərɪ] (adj.) [anki:play:q:0]	излишний, лишний, ненужный [anki:play:a:0]
cheerfully [ˈtʃɪəfʊli] (adv.) [anki:play:q:0]	радостно, весело, бодро [anki:play:a:0]
disturbing [dɪˈstəːbɪŋ] (adj.) [anki:play:q:0]	беспокоящий, волнующий [anki:play:a:0]
whisper [ˈwɪspə(r)] (v.) [anki:play:q:0]	шептать [anki:play:a:0]
deposit [dɪˈpɒzɪt] (n.) [anki:play:q:0]	депозит, залог, задаток [anki:play:a:0]
sorry [ˈsɑriː] (exclamation) [anki:play:q:0]	виноват! простите! [anki:play:a:0]
sour [ˈsaʊə(r)] (adj.) [anki:play:q:0]	кислый [anki:play:a:0]
arrival [əˈraɪv(ə)l] (n.) [anki:play:q:0]	прибытие, вновь прибывший [anki:play:a:0]
shooting [ˈʃuːtɪŋ] (n.) [anki:play:q:0]	стрельба [anki:play:a:0]
distribute [dɪˈstrɪbjuːt] (v.) [anki:play:q:0]	распределять, раздавать, распространять [anki:play:a:0]
entitle [ɪnˈtaɪt(ə)l] (v.) [anki:play:q:0]	давать право, давать название, озаглавливать [anki:play:a:0]
fishing [ˈfɪʃɪŋ] (n.) [anki:play:q:0]	рыбалка [anki:play:a:0]
lord [lɔːd] (n.) [anki:play:q:0]	господин, владыка, повелитель [anki:play:a:0]
participate [pɑːˈtɪsɪpeɪt] (v.) [anki:play:q:0]	участвовать [anki:play:a:0]
arms [ˈɑrmz] (n.) [anki:play:q:0]	оружие, вооружение (особенно армейское) [anki:play:a:0]
majority [məˈdʒɒrɪtɪ] (n.) [anki:play:q:0]	большинство [anki:play:a:0]
assist [əˈsɪst] (v.) [anki:play:q:0]	помогать, содействовать [anki:play:a:0]
split [splɪt] (v.) [anki:play:q:0]	раскалывать, разрывать, делить [anki:play:a:0]
reserve [rɪˈzəːv] (v.) [anki:play:q:0]	запасать, резервировать [anki:play:a:0]
spray [spreɪ] (n.) [anki:play:q:0]	мелкие брызги, распылитель [anki:play:a:0]
alongside [əlɒŋˈsaɪd] (prep.) [anki:play:q:0]	около, рядом, у [anki:play:a:0]
affair [əˈfeə(r)] (n.) [anki:play:q:0]	дело, проишествие, событие [anki:play:a:0]
squeeze [skwiːz] (v.) [anki:play:q:0]	сжимать, сдавливать [anki:play:a:0]
restriction [rɪˈstrɪkʃ(ə)n] (n.) [anki:play:q:0]	ограничение [anki:play:a:0]
stable [ˈsteɪb(ə)l] (adj.) [anki:play:q:0]	стойкий, устойчивый [anki:play:a:0]
stable [ˈsteɪb(ə)l] (n.) [anki:play:q:0]	конюшня, стойло, хлев [anki:play:a:0]
staff [stɑːf] (n.) [anki:play:q:0]	штат служащих, персонал [anki:play:a:0]
logic [ˈlɒdʒɪk] (n.) [anki:play:q:0]	логика [anki:play:a:0]
digital [ˈdɪdʒɪt(ə)l] (adj.) [anki:play:q:0]	цифровой [anki:play:a:0]
irritated [ˈɪrɪteɪtıd] (adj.) [anki:play:q:0]	сердитый, раздражённый [anki:play:a:0]
alter [ˈɔːltə(r)] (v.) [anki:play:q:0]	изменять, менять [anki:play:a:0]
diamond [ˈdaɪəmənd] (n.) [anki:play:q:0]	алмаз, бриллиант [anki:play:a:0]
function [ˈfʌŋkʃ(ə)n] (n.) [anki:play:q:0]	функция, назначение [anki:play:a:0]
rate [ˈreɪt] (v.) [anki:play:q:0]	оценивать, исчислять [anki:play:a:0]
status [ˈsteɪtəs] (n.) [anki:play:q:0]	положение, статус [anki:play:a:0]
emphasis [ˈemfəsɪs] (n.) [anki:play:q:0]	выразительность, сила, ударение, эмфаза [anki:play:a:0]
steel [stiːl] (n.) [anki:play:q:0]	сталь [anki:play:a:0]
steer [stɪə(r)] (v.) [anki:play:q:0]	управлять (авто и тд.) [anki:play:a:0]
stiff [stɪf] (adj.) [anki:play:q:0]	жесткий, тугой [anki:play:a:0]
focus [ˈfəʊkəs] (v.) [anki:play:q:0]	сосредоточивать, концентрироваться, фокусировать [anki:play:a:0]
useless [ˈjuːslɪs] (adj.) [anki:play:q:0]	бесполезный, неспособный [anki:play:a:0]
resident [ˈrezɪd(ə)nt] (adj.) [anki:play:q:0]	проживающий [anki:play:a:0]
version [ˈvəːʃ(ə)n] (n.) [anki:play:q:0]	версия, вариант [anki:play:a:0]
stress [ˈstres] (v.) [anki:play:q:0]	подчёркивать, делать акцент [anki:play:a:0]
certificate [səˈtɪfɪkət] (n.) [anki:play:q:0]	сертификат, документ, свидетельство [anki:play:a:0]
strictly [ˈstrɪkliː] (adv.) [anki:play:q:0]	строго, внимательно, бдительно [anki:play:a:0]
openly [ˈoʊpənliː] (adv.) [anki:play:q:0]	открыто, публично [anki:play:a:0]
awkward [ˈɔːkwəd] (adj.) [anki:play:q:0]	неудобный, затруднительный, неловкий [anki:play:a:0]
export [ˈekspɔːt] (v.) [anki:play:q:0]	экспортировать, перевозить [anki:play:a:0]
hi [haɪ] (exclamation) [anki:play:q:0]	здорово ! привет ! [anki:play:a:0]
click [klɪk] (v.) [anki:play:q:0]	щелкать [anki:play:a:0]
disappointed [dɪsəˈpɔɪntid] (adj.) [anki:play:q:0]	разочарованный, огорчённый [anki:play:a:0]
horror [ˈhɒrə(r)] (n.) [anki:play:q:0]	ужас, страх [anki:play:a:0]
substantially [səbˈstænʃ(ə)lɪ] (adv.) [anki:play:q:0]	существенно, в основном, прочно [anki:play:a:0]
firm [ˈfərm] (adv.) [anki:play:q:0]	крепко, твёрдо [anki:play:a:0]
fish [ˈfɪʃ] (v.) [anki:play:q:0]	удить рыбу [anki:play:a:0]
such [ˈsətʃ] (pron.) [anki:play:q:0]	таковой, такой [anki:play:a:0]
doubt [ˈdæʊt] (v.) [anki:play:q:0]	сомневаться, не верить [anki:play:a:0]
concrete [ˈkɒŋkriːt] (n.) [anki:play:q:0]	бетон [anki:play:a:0]
sufficient [səˈfɪʃ(ə)nt] (adj.) [anki:play:q:0]	достаточный, обоснованный [anki:play:a:0]
exhibit [exhibit] (n.) [anki:play:q:0]	экспонат, показ [anki:play:a:0]
desperate [ˈdespərət] (adj.) [anki:play:q:0]	безнадежный, остронуждающийся [anki:play:a:0]
self [self] (n.) [anki:play:q:0]	собственная личность, сам [anki:play:a:0]
interruption [ɪntəˈrʌpʃ(ə)n] (n.) [anki:play:q:0]	перерыв, пауза, препятствие [anki:play:a:0]
investigation [ɪnvestɪˈɡeɪʃ(ə)n] (n.) [anki:play:q:0]	расследование, следствие [anki:play:a:0]
depressed [dɪˈprest] (adj.) [anki:play:q:0]	подавленный, угнетенный [anki:play:a:0]
attorney [əˈtəːnɪ] (n.) [anki:play:q:0]	адвокат, поверенный [anki:play:a:0]
minority [maɪˈnɒrɪtɪ] (n.) [anki:play:q:0]	меньшинство [anki:play:a:0]
crisp [krɪsp] (adj.) [anki:play:q:0]	хрустящий, свежий, морозный [anki:play:a:0]
technique [tekˈniːk] (n.) [anki:play:q:0]	техника, метод [anki:play:a:0]
triangle [ˈtraɪæŋɡ(ə)l] (n.) [anki:play:q:0]	треугольник [anki:play:a:0]
propose [prəˈpəʊz] (v.) [anki:play:q:0]	предлагать [anki:play:a:0]
harmless [ˈhɑːmlɪs] (adj.) [anki:play:q:0]	безвредный, безопастный [anki:play:a:0]
equal [ˈiːkwəl] (v.) [anki:play:q:0]	равняться, быть одинаковым [anki:play:a:0]
downstairs [ˈdæʊnˈsterz] (n.) [anki:play:q:0]	низ, нижний этаж, подвальный этаж [anki:play:a:0]
channel [ˈtʃæn(ə)l] (n.) [anki:play:q:0]	канал [anki:play:a:0]
loyal [ˈlɔɪəl] (adj.) [anki:play:q:0]	верный, преданный, лояльный [anki:play:a:0]
spin [spɪn] (v.) [anki:play:q:0]	крутить, вертеть [anki:play:a:0]
campaign [kæmˈpeɪn] (n.) [anki:play:q:0]	кампания [anki:play:a:0]
sympathy [ˈsɪmpəθɪ] (n.) [anki:play:q:0]	симпатия, сочувствие [anki:play:a:0]
empty [ˈem(p)tiː] (v.) [anki:play:q:0]	опорожнять, выливать, высыпать [anki:play:a:0]
tackle [ˈtæk(ə)l] (v.) [anki:play:q:0]	заниматься (проблемой), блокировать (игрока) [anki:play:a:0]
talent [ˈtælənt] (n.) [anki:play:q:0]	талант [anki:play:a:0]
code [kəʊd] (n.) [anki:play:q:0]	код, шифр [anki:play:a:0]
target [ˈtɑːɡɪt] (n.) [anki:play:q:0]	цель, мишень [anki:play:a:0]
justice [ˈdʒʌstɪs] (n.) [anki:play:q:0]	справедливость [anki:play:a:0]
expense [ɪkˈspens] (n.) [anki:play:q:0]	затрата, расход, цена [anki:play:a:0]
sincerely [sɪnˈsɪə(r)lɪ] (adv.) [anki:play:q:0]	искренне, честно, открыто [anki:play:a:0]
teaching [ˈtiːtʃɪŋ] (n.) [anki:play:q:0]	обучение, доктрина, учение [anki:play:a:0]
nest [ˈnest] (v.) [anki:play:q:0]	гнездиться [anki:play:a:0]
host [həʊst] (n.) [anki:play:q:0]	хозяин [anki:play:a:0]
tear [ˈtɪr] (n.) [anki:play:q:0]	слеза [anki:play:a:0]
surroundings [səˈræʊndɪŋz] (n.) [anki:play:q:0]	окрестности, среда, окружение [anki:play:a:0]
related [rɪˈleɪtɪd] (adj.) [anki:play:q:0]	родственный, связанный [anki:play:a:0]
attempted [əˈtemptid] (adj.) [anki:play:q:0]	неудавшийся, неудачный [anki:play:a:0]
leading [ˈliːdɪŋ] (adj.) [anki:play:q:0]	ведущий, главный [anki:play:a:0]
term [təːm] (n.) [anki:play:q:0]	срок, длительность [anki:play:a:0]
term [təːm] (n.) [anki:play:q:0]	выражение, семестр, условия договора [anki:play:a:0]
terribly [ˈterɪblɪ] (adv.) [anki:play:q:0]	страшно, крайне, очень [anki:play:a:0]
terror [ˈterə(r)] (n.) [anki:play:q:0]	страх, ужас, террор [anki:play:a:0]
separated [ˈsepərət] (adj.) [anki:play:q:0]	разделенный [anki:play:a:0]
ingredient [ɪnˈɡriːdɪənt] (n.) [anki:play:q:0]	ингредиент, составная часть [anki:play:a:0]
